UnitName,Tag,DictName,StateIndex,EventName,EventIndex,Key,Value
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,2,m_bAnimTime,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,2,m_fEventTime,40/30
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,2,m_bGetAgro,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,2,m_fRange,300
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,2,m_fDurationTime,5
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,2,m_MaxCount,3
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,3,m_bAnimTime,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,3,m_fEventTime,70/30
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,3,m_bGetAgro,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,3,m_fRange,300
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,3,m_fDurationTime,5
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,3,m_MaxCount,3
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAttack,1,m_bAnimTime,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAttack,1,m_fEventTimeMin,6/30
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAttack,1,m_fEventTimeMax,7/30
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAttack,1,m_fRangeMin,-100.0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAttack,1,m_fRangeMax,100.0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAttack,1,m_bHitLand,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAttack,1,m_bHitAir,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAttack,1,m_NKM_DAMAGE_TARGET_TYPE,NDTT_ENEMY
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAttack,1,m_AttackTargetUnit,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAttack,1,m_AttackUnitCount,2
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAttack,1,m_DamageTempletName,DT_NKM_SHIP_X_RAZANGRIFF_BIO_SKILL1
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventCameraCrash,1,m_bAnimTime,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventCameraCrash,1,m_fEventTime,6/30
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventCameraCrash,1,m_CameraCrashType,NCCT_UP_DOWN
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventCameraCrash,1,m_fCameraCrashSpeed,-300.0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventCameraCrash,1,m_fCameraCrashAccel,1000.0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventCameraCrash,1,m_fCameraCrashGap,10.0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,1,m_listNKMEventCameraCrash,1,m_fCameraCrashTime,0.2
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,2,,0,m_StateName,USN_ASTAND
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,2,,0,m_AnimName,ASTAND
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,2,,0,m_bAnimLoop,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,2,,0,m_fAnimSpeed,0.5
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,1,m_fEventTime,0/30
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,1,m_DEName,DE_NKM_SHIP_X_RAZANGRIFF_BIO_SKILL1
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,1,m_bTargetPos,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,1,m_bShipSkillPos,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,1,m_bIgnoreTarget,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,1,m_bIgnoreNoTargets,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,1,m_OffsetX,0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,1,m_OffsetY,-5000
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,1,m_OffsetZ,0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,1,m_fAddRotate,0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,1,m_bStateEndStop,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,2,m_bStateEndTime,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,2,m_DEName,DE_NKM_SHIP_X_RAZANGRIFF_BIO_SKILL1_END
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,2,m_bTargetPos,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,2,m_bShipSkillPos,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,2,m_bIgnoreTarget,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,2,m_bIgnoreNoTargets,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,2,m_OffsetX,0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,2,m_OffsetY,-5000
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,2,m_OffsetZ,0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDamageEffect,2,m_fAddRotate,0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventSound,1,m_fEventTime,1/30
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventSound,1,m_listSoundName,['FX_COMBAT_ALL_TECH_02']
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventSound,1,m_fLocalVol,1.0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventSound,1,m_PlayRate,1.0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventSound,1,m_fFocusRange,1200.0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventBuff,1,m_bAnimTime,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventBuff,1,m_fEventTime,1/30
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventBuff,1,m_BuffStrID,BUFF_SHIP_RAZANGRIFF_SKILL1
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventBuff,1,m_fRange,500
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventBuff,1,m_bMyTeam,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventBuff,1,m_bEnemy,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventEffect,1,m_bAnimTime,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventEffect,1,m_fScaleFactor,1.0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventEffect,1,m_fEventTime,1/30
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventEffect,1,m_EffectName,AB_FX_BUFF_START_BLUE
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventEffect,1,m_OffsetX,0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventEffect,1,m_OffsetY,0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventEffect,1,m_AnimName,BASE
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventEffect,1,m_fAddRotate,0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventEffect,1,m_bLandConnect,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDie,1,m_bAnimTime,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,2,m_listNKMEventDie,1,m_fEventTime,600/30
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,3,,0,m_StateName,USN_DAMAGE_AIR_UP
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,3,,0,m_AnimName,ASTAND
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,3,,0,m_bAnimLoop,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,4,,0,m_StateName,USN_DAMAGE_AIR_DOWN
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,4,,0,m_AnimName,ASTAND
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,4,,0,m_bAnimLoop,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,5,,0,m_StateName,USN_DAMAGE_LANDING
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,5,,0,m_AnimName,ASTAND
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,5,,0,m_bAnimLoop,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,6,,0,m_StateName,USN_DAMAGE_STAND
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,6,,0,m_AnimName,ASTAND
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,6,,0,m_bAnimLoop,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,7,,0,m_StateName,USN_DAMAGE_DIE
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,7,,0,m_AnimName,DAMAGE_DIE
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,7,,0,m_bAnimLoop,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,7,m_listNKMEventDissolve,1,m_bAnimTime,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,7,m_listNKMEventDissolve,1,m_fEventTime,0.0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,7,m_listNKMEventDissolve,1,m_fDissolve,1
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,7,m_listNKMEventDissolve,1,m_fTrackTime,2
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,7,m_listNKMEventSound,1,m_bAnimTime,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,7,m_listNKMEventSound,1,m_fEventTime,1/30
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,7,m_listNKMEventSound,1,m_bStateEndTime,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,7,m_listNKMEventSound,1,m_listSoundName,['FX_COMBAT_ALL_HIT_EXPLOSION_FIRE_BIG_02']
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,7,m_listNKMEventSound,1,m_b3D,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,7,m_listNKMEventSound,1,m_bLoop,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,7,m_listNKMEventSound,1,m_PlayRate,1.0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,7,m_listNKMEventSound,1,m_bStopSound,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,8,,0,m_StateName,USN_DAMAGE_DOWN
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,8,,0,m_AnimName,DAMAGE_DOWN
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,8,,0,m_bAnimLoop,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,8,,0,m_AnimEndDyingState,USN_DAMAGE_DIE
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,8,,0,m_AnimEndChangeState,USN_DAMAGE_STAND
NKM_SHIP_Z_SKILL_WALL_BIO,StateInfo,m_dicNKMUnitState,8,,0,m_FootOffLandChangeState,USN_DAMAGE_AIR_DOWN
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,8,m_listNKMEventSound,1,m_bAnimTime,True
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,8,m_listNKMEventSound,1,m_fEventTime,6/30
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,8,m_listNKMEventSound,1,m_bStateEndTime,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,8,m_listNKMEventSound,1,m_listSoundName,['FX_COMBAT_ONLY_KYLE_WALL_DAMAGE_DOWN']
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,8,m_listNKMEventSound,1,m_b3D,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,8,m_listNKMEventSound,1,m_bLoop,False
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,8,m_listNKMEventSound,1,m_PlayRate,1.0
NKM_SHIP_Z_SKILL_WALL_BIO,StateEvent,m_dicNKMUnitState,8,m_listNKMEventSound,1,m_bStopSound,False
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_UnitSizeX,120
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_UnitSizeY,120
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_SpriteScale,1.2
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_fShadowScaleX,300
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_fShadowScaleY,300
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_SpeedRun,0
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_SeeTarget,False
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_SeeRange,200
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_SeeRangeMax,300
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_TargetNearRange,200
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_bShowGage,False
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_bNoDamageState,True
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_bTargetNoChange,True
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_AttackedTargetTime,1
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_bAttackedTarget,False
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_bUseMotionBlur,True
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_bNoMove,True
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_fDamageUpFactor,0
NKM_SHIP_Z_SKILL_WALL,BasicInfo,,0,,0,m_bNoChangeRight,True
NKM_SHIP_Z_SKILL_WALL,StateInfo,m_dicNKMUnitState,1,,0,m_StateName,USN_START
NKM_SHIP_Z_SKILL_WALL,StateInfo,m_dicNKMUnitState,1,,0,m_AnimName,START
NKM_SHIP_Z_SKILL_WALL,StateInfo,m_dicNKMUnitState,1,,0,m_bAnimLoop,False
NKM_SHIP_Z_SKILL_WALL,StateInfo,m_dicNKMUnitState,1,,0,m_fAnimSpeed,1.0
NKM_SHIP_Z_SKILL_WALL,StateInfo,m_dicNKMUnitState,1,,0,m_AnimEndChangeState,USN_ASTAND
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,1,m_bAnimTime,True
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,1,m_fEventTime,6/30
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,1,m_bStateEndTime,False
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,1,m_listSoundName,['FX_COMBAT_ONLY_KYLE_WALL_START']
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,1,m_b3D,False
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,1,m_bLoop,False
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,1,m_PlayRate,1.0
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,1,m_bStopSound,False
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,2,m_bAnimTime,True
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,2,m_fEventTime,0/30
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,2,m_bStateEndTime,False
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,2,m_listSoundName,['FX_COMBAT_MECHANIC_RAZANGRIFF_SKILL_START']
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,2,m_b3D,False
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,2,m_bLoop,False
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,2,m_PlayRate,1.0
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventSound,2,m_bStopSound,False
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,1,m_bAnimTime,True
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,1,m_fEventTime,10/30
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,1,m_bGetAgro,True
NKM_SHIP_Z_SKILL_WALL,StateEvent,m_dicNKMUnitState,1,m_listNKMEventAgro,1,m_fRange,300
