DTName,Key,Value
DT_NKM_UNIT_M_SL_AIR_HELI_ATTACK1,m_HitEffect,AB_FX_HIT_SLASH_A_RED
DT_NKM_UNIT_C_YOO_MI_NA_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_C_YOO_MI_NA_ATTACK1,m_BackSpeedX,0
DT_NKM_UNIT_C_YOO_MI_NA_ATTACK1,m_ReAttackCount,3
DT_NKM_UNIT_C_YOO_MI_NA_ATTACK1,m_fReAttackGap,0.05
DT_NKM_UNIT_C_YOO_MI_NA_ATTACK1,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_C_YOO_MI_NA_ATTACK1_LAST,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_C_YOO_MI_NA_ATTACK1_LAST,m_BackSpeedX,300
DT_NKM_UNIT_C_YOO_MI_NA_ATTACK1_LAST,m_HitEffect,AB_FX_HIT_SLASH_B_RED
DT_NKM_UNIT_C_YOO_MI_NA_SKILL1,m_ReActType,NRT_DAMAGE_A
DT_NKM_UNIT_C_YOO_MI_NA_SKILL1,m_CrashSuperArmorLevel,NSAL_SKILL
DT_NKM_UNIT_C_YOO_MI_NA_SKILL1,m_BackSpeedX,700
DT_NKM_UNIT_C_YOO_MI_NA_SKILL1,m_ReAttackCount,2
DT_NKM_UNIT_C_YOO_MI_NA_SKILL1,m_fReAttackGap,0.07
DT_NKM_UNIT_C_YOO_MI_NA_SKILL1,m_fStopReserveTimeAtk,0.15
DT_NKM_UNIT_C_YOO_MI_NA_SKILL1,m_fStopReserveTimeDef,0.15
DT_NKM_UNIT_C_YOO_MI_NA_SKILL1,m_fStopTimeAtk,0.4
DT_NKM_UNIT_C_YOO_MI_NA_SKILL1,m_fStopTimeDef,0.4
DT_NKM_UNIT_C_YOO_MI_NA_SKILL1,m_fCameraCrashGap,0
DT_NKM_UNIT_C_YOO_MI_NA_SKILL1,m_HitEffect,AB_FX_HIT_SLASH_B_RED
DT_NKM_UNIT_C_YOO_MI_NA_HYPER_SKILL1,m_ReActType,NRT_DAMAGE_UP
DT_NKM_UNIT_C_YOO_MI_NA_HYPER_SKILL1,m_CrashSuperArmorLevel,NSAL_HYPER
DT_NKM_UNIT_C_YOO_MI_NA_HYPER_SKILL1,m_BackSpeedX,700
DT_NKM_UNIT_C_YOO_MI_NA_HYPER_SKILL1,m_BackSpeedJumpY,1500
DT_NKM_UNIT_C_YOO_MI_NA_HYPER_SKILL1,m_fStopReserveTimeDef,0.1
DT_NKM_UNIT_C_YOO_MI_NA_HYPER_SKILL1,m_fStopTimeDef,0.3
DT_NKM_UNIT_C_YOO_MI_NA_HYPER_SKILL1,m_HitSoundName,FX_COMBAT_ALL_HIT_BLADE_BIG
DT_NKM_UNIT_C_YOO_MI_NA_HYPER_SKILL1,m_HitEffect,AB_FX_HIT_SLASH_A_RED
DT_NKM_UNIT_C_HILDE_START,m_ReActType,NRT_DAMAGE_UP
DT_NKM_UNIT_C_HILDE_START,m_BackSpeedJumpY,1100
DT_NKM_UNIT_C_HILDE_START,m_HitSoundName,FX_COMBAT_ALL_HIT_SLASH_SMALL
DT_NKM_UNIT_C_HILDE_START,m_HitEffect,AB_FX_HIT_SLASH_B_BLUE
DT_NKM_UNIT_C_HILDE_START,m_fStopTimeAtk,0.05
DT_NKM_UNIT_C_HILDE_START,m_fStopTimeDef,0.05
DT_NKM_UNIT_C_HILDE_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_C_HILDE_ATTACK1,m_BackSpeedX,200
DT_NKM_UNIT_C_HILDE_ATTACK1,m_HitSoundName,FX_COMBAT_ALL_HIT_SLASH_SMALL
DT_NKM_UNIT_C_HILDE_ATTACK1,m_HitEffect,AB_FX_HIT_SLASH_B_BLUE
DT_NKM_UNIT_C_HILDE_ATTACK1,m_fStopTimeAtk,0.05
DT_NKM_UNIT_C_HILDE_ATTACK1,m_fStopTimeDef,0.05
DT_NKM_UNIT_C_HILDE_ATTACK1_REATTACK,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_C_HILDE_ATTACK1_REATTACK,m_BackSpeedX,300
DT_NKM_UNIT_C_HILDE_ATTACK1_REATTACK,m_ReAttackCount,3
DT_NKM_UNIT_C_HILDE_ATTACK1_REATTACK,m_fReAttackGap,0.1
DT_NKM_UNIT_C_HILDE_ATTACK1_REATTACK,m_fStopTimeAtk,0.05
DT_NKM_UNIT_C_HILDE_ATTACK1_REATTACK,m_fStopTimeDef,0.05
DT_NKM_UNIT_C_HILDE_ATTACK1_REATTACK,m_fCameraCrashGap,0
DT_NKM_UNIT_C_HILDE_ATTACK1_REATTACK,m_fCameraCrashTime,0.15
DT_NKM_UNIT_C_HILDE_ATTACK1_REATTACK,m_HitSoundName,FX_COMBAT_ALL_HIT_SLASH_SMALL
DT_NKM_UNIT_C_HILDE_ATTACK1_REATTACK,m_HitEffect,AB_FX_HIT_SLASH_B_BLUE
DT_NKM_UNIT_C_HILDE_ATTACK1_LAST,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_C_HILDE_ATTACK1_LAST,m_BackSpeedX,450
DT_NKM_UNIT_C_HILDE_ATTACK1_LAST,m_fStopReserveTimeAtk,0.02
DT_NKM_UNIT_C_HILDE_ATTACK1_LAST,m_fStopReserveTimeDef,0.02
DT_NKM_UNIT_C_HILDE_ATTACK1_LAST,m_fStopTimeAtk,0.05
DT_NKM_UNIT_C_HILDE_ATTACK1_LAST,m_fStopTimeDef,0.05
DT_NKM_UNIT_C_HILDE_ATTACK1_LAST,m_HitSoundName,FX_COMBAT_ALL_HIT_SLASH_SMALL
DT_NKM_UNIT_C_HILDE_ATTACK1_LAST,m_HitEffect,AB_FX_HIT_SLASH_B_BLUE
DT_NKM_UNIT_C_HILDE_SKILL1,m_ReActType,NRT_DAMAGE_A
DT_NKM_UNIT_C_HILDE_SKILL1,m_CrashSuperArmorLevel,NSAL_SKILL
DT_NKM_UNIT_C_HILDE_SKILL1,m_BackSpeedX,150
DT_NKM_UNIT_C_HILDE_SKILL1,m_fStopReserveTimeAtk,0.1
DT_NKM_UNIT_C_HILDE_SKILL1,m_fStopReserveTimeDef,0.1
DT_NKM_UNIT_C_HILDE_SKILL1,m_fStopTimeAtk,0.1
DT_NKM_UNIT_C_HILDE_SKILL1,m_fStopTimeDef,0.2
DT_NKM_UNIT_C_HILDE_SKILL1,m_HitEffect,AB_FX_HIT_SLASH_A_BLUE
DT_NKM_UNIT_C_HILDE_SKILL1_FRONT,m_ReActType,NRT_DAMAGE_B
DT_NKM_UNIT_C_HILDE_SKILL1_FRONT,m_CrashSuperArmorLevel,NSAL_SKILL
DT_NKM_UNIT_C_HILDE_SKILL1_FRONT,m_BackSpeedX,150
DT_NKM_UNIT_C_HILDE_SKILL1_FRONT,m_fStopReserveTimeDef,0.1
DT_NKM_UNIT_C_HILDE_SKILL1_FRONT,m_fStopTimeDef,0.5
DT_NKM_UNIT_C_HILDE_SKILL1_FRONT,m_fCameraCrashGap,0
DT_NKM_UNIT_C_HILDE_SKILL1_FRONT,m_fCameraCrashTime,0.3
DT_NKM_UNIT_C_HILDE_SKILL1_FRONT,m_HitEffect,AB_FX_HIT_SLASH_A_BLUE
DT_NKM_UNIT_C_HILDE_SKILL1_UP,m_ReActType,NRT_DAMAGE_UP
DT_NKM_UNIT_C_HILDE_SKILL1_UP,m_CrashSuperArmorLevel,NSAL_SKILL
DT_NKM_UNIT_C_HILDE_SKILL1_UP,m_BackSpeedJumpY,1100
DT_NKM_UNIT_C_HILDE_SKILL1_UP,m_fReAttackGap,0.1
DT_NKM_UNIT_C_HILDE_SKILL1_UP,m_ReAttackCount,2
DT_NKM_UNIT_C_HILDE_SKILL1_UP,m_fCameraCrashGap,0
DT_NKM_UNIT_C_HILDE_SKILL1_UP,m_fCameraCrashTime,0.15
DT_NKM_UNIT_C_HILDE_SKILL1_UP,m_HitEffect,AB_FX_HIT_SLASH_A_BLUE
DT_NKM_UNIT_C_HILDE_SKILL1_UP_SWING,m_ReActType,NRT_DAMAGE_UP
DT_NKM_UNIT_C_HILDE_SKILL1_UP_SWING,m_CrashSuperArmorLevel,NSAL_SKILL
DT_NKM_UNIT_C_HILDE_SKILL1_UP_SWING,m_BackSpeedX,300
DT_NKM_UNIT_C_HILDE_SKILL1_UP_SWING,m_BackSpeedJumpY,500
DT_NKM_UNIT_C_HILDE_SKILL1_UP_SWING,m_ReAttackCount,3
DT_NKM_UNIT_C_HILDE_SKILL1_UP_SWING,m_fReAttackGap,0.1
DT_NKM_UNIT_C_HILDE_SKILL1_UP_SWING,m_fCameraCrashGap,0
DT_NKM_UNIT_C_HILDE_SKILL1_UP_SWING,m_fCameraCrashTime,0.15
DT_NKM_UNIT_C_HILDE_SKILL1_UP_SWING,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_C_HILDE_SKILL1_LAST,m_ReActType,NRT_DAMAGE_UP
DT_NKM_UNIT_C_HILDE_SKILL1_LAST,m_CrashSuperArmorLevel,NSAL_SKILL
DT_NKM_UNIT_C_HILDE_SKILL1_LAST,m_BackSpeedX,0
DT_NKM_UNIT_C_HILDE_SKILL1_LAST,m_BackSpeedJumpY,1100
DT_NKM_UNIT_C_HILDE_SKILL1_LAST,m_ReAttackCount,3
DT_NKM_UNIT_C_HILDE_SKILL1_LAST,m_fReAttackGap,0.1
DT_NKM_UNIT_C_HILDE_SKILL1_LAST,m_fStopReserveTimeAtk,0.1
DT_NKM_UNIT_C_HILDE_SKILL1_LAST,m_fStopReserveTimeDef,0.1
DT_NKM_UNIT_C_HILDE_SKILL1_LAST,m_fStopTimeAtk,0.1
DT_NKM_UNIT_C_HILDE_SKILL1_LAST,m_fStopTimeDef,0.2
DT_NKM_UNIT_C_HILDE_SKILL1_LAST,m_fCameraCrashGap,0
DT_NKM_UNIT_C_HILDE_SKILL1_LAST,m_fCameraCrashTime,0.15
DT_NKM_UNIT_C_HILDE_SKILL1_LAST,m_HitEffect,AB_FX_HIT_SLASH_A_RED
DT_NKM_UNIT_C_HILDE_HYPER1,m_ReActType,NRT_DAMAGE_B
DT_NKM_UNIT_C_HILDE_HYPER1,m_CrashSuperArmorLevel,NSAL_HYPER
DT_NKM_UNIT_C_HILDE_HYPER1,m_BackSpeedX,600
DT_NKM_UNIT_C_HILDE_HYPER1,m_fStopReserveTimeDef,0.1
DT_NKM_UNIT_C_HILDE_HYPER1,m_fStopTimeDef,0.1
DT_NKM_UNIT_C_HILDE_HYPER1,m_fCameraCrashGap,6
DT_NKM_UNIT_C_HILDE_HYPER1,m_fCameraCrashTime,0.6
DT_NKM_UNIT_C_HILDE_HYPER1,m_HitEffect,AB_FX_HIT_SLASH_A_RED
DT_NKM_UNIT_C_HILDE_HYPER1_BACK,m_ReActType,NRT_DAMAGE_UP
DT_NKM_UNIT_C_HILDE_HYPER1_BACK,m_CrashSuperArmorLevel,NSAL_HYPER
DT_NKM_UNIT_C_HILDE_HYPER1_BACK,m_BackSpeedX,300
DT_NKM_UNIT_C_HILDE_HYPER1_BACK,m_BackSpeedJumpY,700
DT_NKM_UNIT_C_HILDE_HYPER1_BACK,m_ReAttackCount,4
DT_NKM_UNIT_C_HILDE_HYPER1_BACK,m_fReAttackGap,0.1
DT_NKM_UNIT_C_HILDE_HYPER1_BACK,m_fStopReserveTimeDef,0.3
DT_NKM_UNIT_C_HILDE_HYPER1_BACK,m_fStopTimeDef,0.1
DT_NKM_UNIT_C_HILDE_HYPER1_BACK,m_fCameraCrashGap,4
DT_NKM_UNIT_C_HILDE_HYPER1_BACK,m_fCameraCrashTime,0.3
DT_NKM_UNIT_C_HILDE_HYPER1_BACK,m_HitEffect,AB_FX_HIT_SLASH_B_RED
DT_NKM_UNIT_C_HILDE_HYPER1_LAST,m_ReActType,NRT_DAMAGE_DOWN
DT_NKM_UNIT_C_HILDE_HYPER1_LAST,m_CrashSuperArmorLevel,NSAL_HYPER
DT_NKM_UNIT_C_HILDE_HYPER1_LAST,m_BackSpeedJumpY,1500
DT_NKM_UNIT_C_HILDE_HYPER1_LAST,m_BackSpeedX,1300
DT_NKM_UNIT_C_HILDE_HYPER1_LAST,m_fStopReserveTimeAtk,0.02
DT_NKM_UNIT_C_HILDE_HYPER1_LAST,m_fStopReserveTimeDef,0.02
DT_NKM_UNIT_C_HILDE_HYPER1_LAST,m_fStopTimeAtk,0.3
DT_NKM_UNIT_C_HILDE_HYPER1_LAST,m_fStopTimeDef,0.3
DT_NKM_UNIT_C_HILDE_HYPER1_LAST,m_fCameraCrashGap,15
DT_NKM_UNIT_C_HILDE_HYPER1_LAST,m_fCameraCrashTime,0.5
DT_NKM_UNIT_C_HILDE_HYPER1_LAST,m_HitSoundName,FX_COMBAT_ALL_HIT_BLADE_BIG_02
DT_NKM_UNIT_C_HILDE_HYPER1_LAST,m_HitEffect,AB_FX_HIT_SLASH_A_RED
DT_NKM_UNIT_S_SL_RIFLE_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_S_SL_RIFLE_ATTACK1,m_BackSpeedX,0
DT_NKM_UNIT_S_SL_RIFLE_ATTACK1,m_ReAttackCount,2
DT_NKM_UNIT_S_SL_RIFLE_ATTACK1,m_fReAttackGap,0.07
DT_NKM_UNIT_S_SL_RIFLE_ATTACK1,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_S_SL_SHIELD_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_S_SL_SHIELD_ATTACK1,m_BackSpeedX,200
DT_NKM_UNIT_S_SL_SHIELD_ATTACK1,m_HitSoundName,FX_COMBAT_ALL_HIT_SMASH_BIG
DT_NKM_UNIT_S_SL_SHIELD_ATTACK1,m_fLocalVol,0.7
DT_NKM_UNIT_S_SL_SHIELD_ATTACK1,m_HitEffect,AB_FX_HIT_SLASH_A_BLUE
DT_NKM_UNIT_S_SL_SHOTGUN_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_S_SL_SHOTGUN_ATTACK1,m_BackSpeedX,500
DT_NKM_UNIT_S_SL_SHOTGUN_ATTACK1,m_ReAttackCount,2
DT_NKM_UNIT_S_SL_SHOTGUN_ATTACK1,m_fReAttackGap,0.05
DT_NKM_UNIT_S_SL_SHOTGUN_ATTACK1,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_S_SL_SNIPER_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_S_SL_SNIPER_ATTACK1,m_BackSpeedX,0
DT_NKM_UNIT_S_SL_SNIPER_ATTACK1,m_HitEffect,AB_FX_HIT_SLASH_A_BLUE
DT_NKM_UNIT_S_SL_SNIPER_ATTACK1_LV5,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_S_SL_SNIPER_ATTACK1_LV5,m_BackSpeedX,1200
DT_NKM_UNIT_S_SL_SNIPER_ATTACK1_LV5,m_HitEffect,AB_FX_HIT_SLASH_A_BLUE
DT_DE_NKM_UNIT_M_SL_AIR_BOMBER_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_DE_NKM_UNIT_M_SL_AIR_BOMBER_ATTACK1,m_BackSpeedX,150
DT_DE_NKM_UNIT_M_SL_AIR_BOMBER_ATTACK1,m_ReAttackCount,1
DT_DE_NKM_UNIT_M_SL_AIR_BOMBER_ATTACK1,m_fReAttackGap,0.5
DT_DE_NKM_UNIT_M_SL_AIR_BOMBER_ATTACK1,m_HitEffect,AB_FX_HIT_SLASH_A_BLUE
DT_DE_NKM_UNIT_M_SL_AIR_BOMBER_ATTACK1,m_bHitEffectLand,True
DT_NKM_UNIT_M_SL_AIR_FIGHTER_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_M_SL_AIR_FIGHTER_ATTACK1,m_BackSpeedX,0
DT_NKM_UNIT_M_SL_AIR_FIGHTER_ATTACK1,m_ReAttackCount,3
DT_NKM_UNIT_M_SL_AIR_FIGHTER_ATTACK1,m_fReAttackGap,0.07
DT_NKM_UNIT_M_SL_AIR_FIGHTER_ATTACK1,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_M_SL_TANK_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_M_SL_TANK_ATTACK1,m_BackSpeedX,700
DT_NKM_UNIT_M_SL_TANK_ATTACK1,m_fCameraCrashGap,0
DT_NKM_UNIT_M_SL_TANK_ATTACK1,m_fCameraCrashTime,0.15
DT_NKM_UNIT_M_SL_TANK_ATTACK1,m_HitEffect,AB_FX_HIT_SLASH_A_RED
DT_NKM_UNIT_M_SL_TANK_ATTACK1,m_bHitEffectLand,True
DT_NKM_UNIT_M_SL_TANK_SKILL1,m_ReActType,NRT_DAMAGE_A
DT_NKM_UNIT_M_SL_TANK_SKILL1,m_BackSpeedX,1500
DT_NKM_UNIT_M_SL_TANK_SKILL1,m_fCameraCrashGap,10
DT_NKM_UNIT_M_SL_TANK_SKILL1,m_fCameraCrashTime,0.3
DT_NKM_UNIT_M_SL_TANK_SKILL1,m_HitSoundName,FX_COMBAT_ALL_HIT_SMASH_BIG
DT_NKM_UNIT_M_SL_TANK_SKILL1,m_HitEffect,AB_FX_HIT_SLASH_A_BLUE
DT_NKM_UNIT_DUNGEON_NORMAL_W_BULLY_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_DUNGEON_NORMAL_W_BULLY_ATTACK1,m_BackSpeedX,200
DT_NKM_UNIT_DUNGEON_NORMAL_W_BULLY_ATTACK1,m_HitSoundName,FX_COMBAT_MONSTER_HIT_STING_SMALL
DT_NKM_UNIT_DUNGEON_NORMAL_W_BULLY_ATTACK1,m_HitEffect,AB_FX_HIT_SLASH_A_RED
DT_NKM_UNIT_DUNGEON_NORMAL_W_BULLY_ATTACK_DEBUFF,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_DUNGEON_NORMAL_W_BULLY_ATTACK_DEBUFF,m_BackSpeedX,200
DT_NKM_UNIT_DUNGEON_NORMAL_W_BULLY_ATTACK_DEBUFF,m_ReAttackCount,1
DT_NKM_UNIT_DUNGEON_NORMAL_W_BULLY_ATTACK_DEBUFF,m_fReAttackGap,0.5
DT_NKM_UNIT_DUNGEON_NORMAL_W_BULLY_ATTACK_DEBUFF,m_HitSoundName,FX_COMBAT_ALL_HIT_POISON_SMALL
DT_NKM_UNIT_DUNGEON_NORMAL_W_BULLY_ATTACK_DEBUFF,m_DefenderBuff,DEBUFF_MONSTER_TRANS_POISON
DT_NKM_UNIT_DUNGEON_NORMAL_W_BULLY_ATTACK_DEBUFF_DOT,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_DUNGEON_NORMAL_W_BULLY_ATTACK_DEBUFF_DOT,m_BackSpeedX,0
DT_NKM_UNIT_DUNGEON_NORMAL_W_BULLY_ATTACK_DEBUFF_DOT,m_HitSoundName,FX_COMBAT_ALL_HIT_POISON_SMALL
DT_NKM_UNIT_DUNGEON_NORMAL_W_BULLY_ATTACK_DEBUFF_DOT,m_HitEffect,AB_FX_HIT_BIOTIC_A_PURPLE
DT_NKM_UNIT_DUNGEON_NORMAL_W_BULLY_ATTACK_DEBUFF_DOT,m_fHitEffectOffsetZ,-1
DT_NKM_UNIT_DUNGEON_NORMAL_W_PITCHER_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_DUNGEON_NORMAL_W_PITCHER_ATTACK1,m_BackSpeedX,0
DT_NKM_UNIT_DUNGEON_NORMAL_W_PITCHER_ATTACK1,m_HitSoundName,FX_COMBAT_ALL_HIT_ELECTRIC_SMALL_02
DT_NKM_UNIT_DUNGEON_NORMAL_W_PITCHER_ATTACK1,m_HitEffect,AB_FX_HIT_GUN_A_ORANGE
DT_NKM_UNIT_C_JOO_SHIYOON_ATTACK1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_C_JOO_SHIYOON_ATTACK1,m_BackSpeedX,0
DT_NKM_UNIT_C_JOO_SHIYOON_ATTACK1,m_fStopTimeAtk,0.05
DT_NKM_UNIT_C_JOO_SHIYOON_ATTACK1,m_fStopTimeDef,0.05
DT_NKM_UNIT_C_JOO_SHIYOON_ATTACK1,m_fCameraCrashGap,0
DT_NKM_UNIT_C_JOO_SHIYOON_ATTACK1,m_fCameraCrashTime,0.1
DT_NKM_UNIT_C_JOO_SHIYOON_ATTACK1,m_HitSoundName,FX_COMBAT_ALL_HIT_STING_SMALL
DT_NKM_UNIT_C_JOO_SHIYOON_ATTACK1,m_HitEffect,AB_FX_HIT_SLASH_A_RED
DT_NKM_UNIT_C_JOO_SHIYOON_SKILL1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_C_JOO_SHIYOON_SKILL1,m_CrashSuperArmorLevel,NSAL_HYPER
DT_NKM_UNIT_C_JOO_SHIYOON_SKILL1,m_fStunTime,2
DT_NKM_UNIT_C_JOO_SHIYOON_SKILL1,m_StunIgnoreStyleType,['NUST_MECHANIC']
DT_NKM_UNIT_C_JOO_SHIYOON_SKILL1,m_BackSpeedX,700
DT_NKM_UNIT_C_JOO_SHIYOON_SKILL1,m_fCameraCrashGap,0
DT_NKM_UNIT_C_JOO_SHIYOON_SKILL1,m_fCameraCrashTime,0.5
DT_NKM_UNIT_C_JOO_SHIYOON_SKILL1,m_HitSoundName,FX_COMBAT_ALL_HIT_BLADE_BIG_02
DT_NKM_UNIT_C_JOO_SHIYOON_SKILL1,m_HitEffect,AB_FX_HIT_SLASH_A_RED
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1,m_CrashSuperArmorLevel,NSAL_HYPER
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1,m_fStunTime,5
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1,m_StunIgnoreStyleType,['NUST_MECHANIC']
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1,m_ReAttackCount,1
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1,m_fCameraCrashGap,0
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1,m_fStopTimeDef,0.4
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1,m_HitSoundName,FX_COMBAT_ALL_HIT_EXPLOSION_FIRE_BIG_02
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1,m_HitEffect,AB_fx_hit_explosion_fire
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1_TR,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1_TR,m_CrashSuperArmorLevel,NSAL_HYPER
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1_TR,m_fStunTime,5
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1_TR,m_StunIgnoreStyleType,['NUST_MECHANIC']
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1_TR,m_ReAttackCount,1
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1_TR,m_fCameraCrashGap,0
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1_TR,m_fStopTimeDef,0.4
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1_TR,m_HitSoundName,FX_COMBAT_ALL_HIT_EXPLOSION_FIRE_BIG_02
DT_NKM_UNIT_C_JOO_SHIYOON_HYPER1_TR,m_HitEffect,AB_fx_hit_explosion_fire
DT_NKM_UNIT_DUNGEON_BOSS_B_DESIRE_ATTACK,m_ReActType,NRT_NO_ACTION
DT_NKM_UNIT_DUNGEON_BOSS_B_DESIRE_ATTACK,m_BackSpeedX,0
DT_NKM_UNIT_DUNGEON_BOSS_B_DESIRE_ATTACK,m_fStopTimeDef,0.1
